"State","Region","Listed Water ID","Listed Water Name","Cycle","Water Type Group","Map 303(d)","Report 303(d)","TMDL Report","Miles 303(d)","Current TMDL ID","TMDL Development Status","Acres 303(d)","IR Flag"
"TX","6","TX-0512B_01","Elm Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0512B_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0512B_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0818_01","Cedar Creek Reservoir","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0818_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0818_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1220A_03","Cowhouse Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1220A_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1220A_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1226_03","North Bosque River","2012","STREAM/CREEK/RIVER","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-1226_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2106_01","Nueces/Lower Frio River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2106_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2106_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1806E_01","Town Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1806E_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1806E_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2201B_01","Unnamed Drainage Ditch Tributary (B) in Cameron County Drainage District #3  (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2201B_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2201B_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2306_04","Rio Grande Above Amistad Reservoir","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2306_04'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2306_04','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0402_03","Big Cypress Creek Below Lake O' the Pines","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0402_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0402_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0803_05","Lake Livingston","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0803_05'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0803_05','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0224A_01","McClellan Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0224A_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0224A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0704_01","Hillebrandt Bayou","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0704_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0704_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1105E_01","Brushy Bayou (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1105E_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1105E_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0608G_01","Lake Kimball (unclassified water body)","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0608G_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0608G_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0810A_01","Big Sandy Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0810A_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0810A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0608_02","Village Creek","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0608_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0608_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0401_05","Caddo Lake","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0401_05'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0401_05','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0826_07","Grapevine Lake","2012","LAKE/RESERVOIR/POND","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-0826_07','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0606_02","Neches River Above Lake Palestine","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0606_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0606_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0805_02","Upper Trinity River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0805_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0805_02','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-0805_02'); newWindow.focus()"">TMDL Reports</a>","-","40797","TMDL needed","-","Y"
"TX","6","TX-0841G_01","Dalworth Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0841G_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0841G_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-0841G_01'); newWindow.focus()"">TMDL Reports</a>","-","67101","TMDL completed","-","Y"
"TX","6","TX-1003_01","East Fork San Jacinto River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1003_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1003_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1003_01'); newWindow.focus()"">TMDL Reports</a>","-","66961","TMDL completed","-","Y"
"TX","6","TX-1008B_02","Upper Panther Branch (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1008B_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1008B_02','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1008B_02'); newWindow.focus()"">TMDL Reports</a>","-","59222","TMDL completed","-","Y"
"TX","6","TX-2472OW_01","Copano Bay/Port Bay/Mission Bay (Oyster Waters)","2012","BAY/ESTUARY","<a href=""JavaScript:newWindow=map303d('TX-2472OW_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2472OW_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0202A_02","Bois D' Arc Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0202A_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0202A_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1255E_01","Unnamed Tributary of Goose Branch (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1255E_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1255E_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1255E_01'); newWindow.focus()"">TMDL Reports</a>","-","9682","TMDL needed","-","Y"
"TX","6","TX-2202_03","Arroyo Colorado Above Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2202_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2202_03','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-2202_03'); newWindow.focus()"">TMDL Reports</a>","-","10706","TMDL needed","-","Y"
"TX","6","TX-1006_06","Houston Ship Channel Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1006_06'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1006_06','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1412B_03","Beals Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1412B_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1412B_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0704_02","Hillebrandt Bayou","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0704_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0704_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1242B_01","Cottonwood Branch (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1242B_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1242B_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1217D_01","North Rocky Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1217D_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1217D_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0608F_02","Turkey Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0608F_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0608F_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0504_06","Toledo Bend Reservoir","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0504_06'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0504_06','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1007R_04","Hunting Bayou Above Tidal (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1007R_04'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1007R_04','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1007R_04'); newWindow.focus()"">TMDL Reports</a>","-","52900","TMDL completed","-","Y"
"TX","6","TX-1403J_01","Spicewood Tributary to Shoal Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1403J_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1403J_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1403J_01'); newWindow.focus()"">TMDL Reports</a>","-","63980","TMDL completed","-","Y"
"TX","6","TX-2107_01","Atascosa River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2107_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2107_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0404N_01","Lake Daingerfield (unclassified water body)","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0404N_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0404N_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0702A_01","Alligator Bayou and Main Canals A, B, C, and D (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0702A_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0702A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0806B_01","Echo Lake (unclassified water body)","2012","LAKE/RESERVOIR/POND","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-0806B_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0607_03","Pine Island Bayou","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0607_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0607_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0829_02","Clear Fork Trinity River Below Benbrook Lake","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0829_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0829_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1216A_01","Trimmier Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1216A_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1216A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1908_03","Upper Cibolo Creek","2012","STREAM/CREEK/RIVER","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-1908_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1805_03","Canyon Lake","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-1805_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1805_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0610_04","Sam Rayburn Reservoir","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0610_04'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0610_04','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1305_02","Caney Creek Above Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1305_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1305_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0612_03","Attoyac Bayou","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0612_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0612_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0202K_01","Iron Ore Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0202K_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0202K_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1221D_01","Indian Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1221D_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1221D_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1814_01","Upper San Marcos River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1814_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1814_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0803_08","Lake Livingston","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0803_08'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0803_08','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2422_02","Trinity Bay","2012","BAY/ESTUARY","<a href=""JavaScript:newWindow=map303d('TX-2422_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2422_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1208_01","Brazos River Above Possum Kingdom Lake","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1208_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1208_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0506A_01","Harris Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-0506A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1222A_01","Duncan Creek  (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1222A_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1222A_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1004_01","West Fork San Jacinto River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1004_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1004_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1004_01'); newWindow.focus()"">TMDL Reports</a>","-","66961","TMDL completed","-","Y"
"TX","6","TX-1101_03","Clear Creek Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1101_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1101_03','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1101_03'); newWindow.focus()"">TMDL Reports</a>","-","35924","TMDL completed","-","Y"
"TX","6","TX-1103_01","Dickinson Bayou Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1103_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1103_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1103_01'); newWindow.focus()"">TMDL Reports</a>","-","66441","TMDL completed","-","Y"
"TX","6","TX-1255C_01","Scarborough Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1255C_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1255C_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1255C_01'); newWindow.focus()"">TMDL Reports</a>","-","9682","TMDL needed","-","Y"
"TX","6","TX-2424C_01","Marchand Bayou (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2424C_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2424C_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-2424C_01'); newWindow.focus()"">TMDL Reports</a>","-","35915","TMDL completed","-","Y"
"TX","6","TX-2306_07","Rio Grande Above Amistad Reservoir","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2306_07'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2306_07','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2453OW_03","Lavaca Bay/Chocolate Bay (Oyster Waters)","2012","BAY/ESTUARY","<a href=""JavaScript:newWindow=map303d('TX-2453OW_03'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2453OW_03','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2109_02","Leona River","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2109_02'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2109_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0404B_01","Tankersley Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0404B_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0404B_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0841R_01","Rush Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0841R_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0841R_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-0841R_01'); newWindow.focus()"">TMDL Reports</a>","-","54983","TMDL completed","-","Y"
"TX","6","TX-1017D_01","Unnamed Tributary of Whiteoak Bayou (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1017D_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1017D_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1017D_01'); newWindow.focus()"">TMDL Reports</a>","-","36205","TMDL completed","-","Y"
"TX","6","TX-1101_01","Clear Creek Tidal","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1101_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1101_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-1101_01'); newWindow.focus()"">TMDL Reports</a>","-","35924","TMDL completed","-","Y"
"TX","6","TX-2422B_01","Double Bayou West Fork (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-2422B_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2422B_01','2012'); newWindow.focus()"">303(d) Report</a>","<a href=""JavaScript:newWindow=TMDLList('TX-2422B_01'); newWindow.focus()"">TMDL Reports</a>","-","35913","TMDL completed","-","Y"
"TX","6","TX-0804H_01","Upper Keechi Creek (unclassified water body)","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0804H_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0804H_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-1221_04","Leon River Below Proctor Lake","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-1221_04'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-1221_04','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2494_01","Brownsville Ship Channel","2012","BAY/ESTUARY","<a href=""JavaScript:newWindow=map303d('TX-2494_01'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-2494_01','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-2456OW_02","Carancahua Bay (Oyster Waters)","2012","BAY/ESTUARY","No Mapping Data","<a href=""JavaScript:newWindow=report303d('TX-2456OW_02','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0818_12","Cedar Creek Reservoir","2012","LAKE/RESERVOIR/POND","<a href=""JavaScript:newWindow=map303d('TX-0818_12'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0818_12','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
"TX","6","TX-0611_04","Angelina River Above Sam Rayburn Reservoir","2012","STREAM/CREEK/RIVER","<a href=""JavaScript:newWindow=map303d('TX-0611_04'); newWindow.focus()"">Map Impaired Water</a>","<a href=""JavaScript:newWindow=report303d('TX-0611_04','2012'); newWindow.focus()"">303(d) Report</a>","&nbsp;","-","-","TMDL needed","-","Y"
